Title,Company,Location,Skills,Date,Category,Description
Symplast Forms Specialist Patient Intake Customizations,Symplast,🌏 Worldwide,"SaaS, Json, Visual Studio Code, Rest API, Form Customization, Patient Intake, Healthcare Software, Medical Forms",2025-04-15T15:27:45+00:00,data,Symplast Forms Specialist Patient Intake Customizations verified Symplast 🌏 Worldwide 💰 $30k - $30k
Data Migration Specialist Data Import & Export,Symplast,🌏 Worldwide,"Data Import/export, Data Integrity, SaaS, Patient Data, Data Validation",2025-04-15T14:53:49+00:00,data,Data Migration Specialist Data Import & Export verified closed Symplast 🌏 Worldwide 💰 $30k - $40k
Technical Consultant,Contra,🌏 Worldwide,"Other, Consulting",2025-04-14T22:14:58+00:00,data,Technical Consultant verified closed Contra 🌏 Worldwide 💰 $150k - $150k ⏰ Contractor
Senior Data Engineer,Soda Data,🇪🇺 Europe,"Developer, Data Engineer",2025-03-10T19:29:04+00:00,data,Senior Data Engineer Soda Data 🇪🇺 Europe 💰 $90k - $120k
Data Warehouse Engineer,Plutus,🇪🇺 Europe,"Engineer, Backend, Front End, Developer",2024-10-11T00:00:04+00:00,data,Data Warehouse Engineer 🎈 verified closed Plutus 🇪🇺 Europe 🇬🇧 United Kingdom 💰 $50k - $50k
Data Scientist & Data Engineer AI ML,Lemon.io,🇪🇺 Europe,"Engineer, Senior, Developer, Full Time, Python, English, SQL, NoSQL, Data Science, Machine Learning, Deep Learning, AI, Artificial Intelligence, Neural Networks, AWS, Azure, GCP, Databases",2024-02-07T12:53:37+00:00,data,Data Scientist & Data Engineer AI ML closed Lemon.io 🇪🇺 Europe 💃 Latin America 🇦🇩 Andorra 🇦🇷 Argentina 🇦🇹 Austria 🇧🇪 Belgium 🇧🇴 Bolivia 🇧🇷 Brazil 🇨🇦 Canada 🇨🇱 Chile 🇨🇴 Colombia 🇨🇷 Costa Rica 🇨🇾 Cyprus 🇨🇿 Czechia 🇩🇴 Dominican Republic 🇪🇨 Ecuador 🇸🇻 El Salvador 🇪🇪 Estonia 🇫🇮 Finland 🇫🇷 France 🇩🇪 Germany 🇬🇷 Greece 🇬🇹 Guatemala 🇭🇹 Haiti 🇭🇳 Honduras 🇭🇺 Hungary 🇮🇪 Ireland 🇮🇹 Italy 🇯🇲 Jamaica 🇱🇻 Latvia 🇱🇹 Lithuania 🇲🇹 Malta 🇲🇽 Mexico 🇲🇩 Moldova 🇲🇦 Morocco 🇳🇱 Netherlands 🇵🇦 Panama 🇵🇾 Paraguay 🇵🇪 Peru 🇵🇱 Poland 🇵🇹 Portugal 🇷🇴 Romania 🇸🇰 Slovakia 🇪🇸 Spain 🇸🇪 Sweden 🇨🇭 Switzerland 🇹🇷 Turkey 🇺🇦 Ukraine 🇬🇧 United Kingdom 🇺🇾 Uruguay 🇳🇴 Norway 🇧🇿 Belize 🇩🇰 Denmark 🇮🇩 Indonesia 🇱🇺 Luxembourg 🇳🇿 New Zealand 🇵🇬 Papua New Guinea 🇦🇺 Australia 🇵🇷 Puerto Rico 🇵🇭 Philippines 💰 $60k - $90k
Senior DataOps Engineer,Revelator,🇪🇺 Europe,"Developer, DataOps",2024-01-28T08:34:20+00:00,data,Senior DataOps Engineer verified closed Revelator 🇪🇺 Europe 🇿🇦 South Africa 🇬🇧 United Kingdom 💰 $70k - $100k
Senior Microsoft PowerBI Developer,Proxify,🌏 Worldwide,"Senior, Developer",2024-01-01T00:00:16+00:00,data,Senior Microsoft PowerBI Developer 🎈 verified Proxify 🌏 Worldwide 💰 $40k - $80k
Senior Data Engineer,Proxify,🌏 Worldwide,"Senior, Engineer, Data Viz, Databases",2024-01-01T00:00:15+00:00,data,Senior Data Engineer 🎈 verified Proxify 🌏 Worldwide 💰 $40k - $80k
Senior Analyst for Customer Analytics & Insights,Nadine West,🌏 Worldwide,"Backend, Python, Other",2023-08-03T10:00:55+00:00,data,Senior Analyst for Customer Analytics & Insights verified closed Nadine West 🌏 Worldwide 💰 $30k - $120k
Senior Data Engineer Long term,Proxify,🌏 Worldwide,"Engineer, Senior",2023-07-30T00:00:13+00:00,data,Senior Data Engineer Long term 🎈 verified closed Proxify 🌏 Worldwide 💰 $50k - $80k
Integrations Team Lead,CoinLedger,🌏 Worldwide,"Developer, Tech Lead, Crypto, Blockchain",2023-05-23T17:20:21+00:00,data,Integrations Team Lead verified closed CoinLedger 🌏 Worldwide 💰 $100k - $120k
Senior Backend and Data Engineer,Paperpile,🌏 Worldwide,"Engineer, Developer, JavaScript, Backend, Node, Typescript",2023-05-09T05:46:36+00:00,data,Senior Backend and Data Engineer verified closed Paperpile 🌏 Worldwide 💰 $40k - $80k
Data Engineer,Tessera,🇪🇺 Europe,"Developer, JavaScript, Backend, DevOps, Python, Node, Crypto, Blockchain, Web3, Solidity, Ethereum, DataOps",2023-04-19T17:53:44+00:00,data,Data Engineer closed Tessera 🇪🇺 Europe 🇺🇸 United States 💰 $80k - $180k
Staff Data Scientist Search Machine Learning Platform,Indeed,🇯🇵 Japan,"Developer, Cloud, Data Science, Testing, Elasticsearch, Machine Learning, Deep Learning, AI, Artificial Intelligence, Neural Networks, AWS, Product, Leadership, Algorithms",2022-10-13T05:43:02+00:00,data,Staff Data Scientist Search Machine Learning Platform verified closed Indeed 🇯🇵 Japan 💰 $100k - $140k
Lead Data Engineer,Open Architects,🇺🇸 United States,"Engineer, Developer, DevOps, Python, DataOps",2025-06-02T22:32:54+00:00,data,Lead Data Engineer closed Open Architects 🇺🇸 United States 💰 $120k - $140k
Brand Designer,Contra,🌏 Worldwide,"Other, Consulting, Design",2025-04-22T19:49:20+00:00,data,Brand Designer verified closed Contra 🌏 Worldwide 💰 $150k - $150k ⏰ Contractor
Motion Designer,Contra,🌏 Worldwide,"Other, Consulting, Design",2025-04-22T19:43:05+00:00,data,Motion Designer verified closed Contra 🌏 Worldwide 💰 $150k - $150k ⏰ Contractor
Web Developer,Contra,🌏 Worldwide,"Other, Consulting, Developer",2025-04-22T19:41:39+00:00,data,Web Developer verified closed Contra 🌏 Worldwide 💰 $150k - $150k ⏰ Contractor
VP of Engineering,Soda Data,🇪🇺 Europe,"Python, Senior, Engineer",2025-03-11T15:05:28+00:00,data,VP of Engineering closed Soda Data 🇪🇺 Europe 💰 $140k - $250k
Symplast Forms Specialist Patient Intake Customizations,Symplast,🌏 Worldwide,"SaaS, Json, Visual Studio Code, Rest API, Form Customization, Patient Intake, Healthcare Software, Medical Forms",2025-04-15T15:27:45+00:00,data,Symplast Forms Specialist Patient Intake Customizations verified Symplast 🌏 Worldwide 💰 $30k - $30k
Data Migration Specialist Data Import & Export,Symplast,🌏 Worldwide,"Data Import/export, Data Integrity, SaaS, Patient Data, Data Validation",2025-04-15T14:53:49+00:00,data,Data Migration Specialist Data Import & Export verified closed Symplast 🌏 Worldwide 💰 $30k - $40k
Technical Consultant,Contra,🌏 Worldwide,"Other, Consulting",2025-04-14T22:14:58+00:00,data,Technical Consultant verified closed Contra 🌏 Worldwide 💰 $150k - $150k ⏰ Contractor
Senior Data Engineer,Soda Data,🇪🇺 Europe,"Developer, Data Engineer",2025-03-10T19:29:04+00:00,data,Senior Data Engineer Soda Data 🇪🇺 Europe 💰 $90k - $120k
Data Warehouse Engineer,Plutus,🇪🇺 Europe,"Engineer, Backend, Front End, Developer",2024-10-11T00:00:04+00:00,data,Data Warehouse Engineer 🎈 verified closed Plutus 🇪🇺 Europe 🇬🇧 United Kingdom 💰 $50k - $50k
Data Scientist & Data Engineer AI ML,Lemon.io,🇪🇺 Europe,"Engineer, Senior, Developer, Full Time, Python, English, SQL, NoSQL, Data Science, Machine Learning, Deep Learning, AI, Artificial Intelligence, Neural Networks, AWS, Azure, GCP, Databases",2024-02-07T12:53:37+00:00,data,Data Scientist & Data Engineer AI ML closed Lemon.io 🇪🇺 Europe 💃 Latin America 🇦🇩 Andorra 🇦🇷 Argentina 🇦🇹 Austria 🇧🇪 Belgium 🇧🇴 Bolivia 🇧🇷 Brazil 🇨🇦 Canada 🇨🇱 Chile 🇨🇴 Colombia 🇨🇷 Costa Rica 🇨🇾 Cyprus 🇨🇿 Czechia 🇩🇴 Dominican Republic 🇪🇨 Ecuador 🇸🇻 El Salvador 🇪🇪 Estonia 🇫🇮 Finland 🇫🇷 France 🇩🇪 Germany 🇬🇷 Greece 🇬🇹 Guatemala 🇭🇹 Haiti 🇭🇳 Honduras 🇭🇺 Hungary 🇮🇪 Ireland 🇮🇹 Italy 🇯🇲 Jamaica 🇱🇻 Latvia 🇱🇹 Lithuania 🇲🇹 Malta 🇲🇽 Mexico 🇲🇩 Moldova 🇲🇦 Morocco 🇳🇱 Netherlands 🇵🇦 Panama 🇵🇾 Paraguay 🇵🇪 Peru 🇵🇱 Poland 🇵🇹 Portugal 🇷🇴 Romania 🇸🇰 Slovakia 🇪🇸 Spain 🇸🇪 Sweden 🇨🇭 Switzerland 🇹🇷 Turkey 🇺🇦 Ukraine 🇬🇧 United Kingdom 🇺🇾 Uruguay 🇳🇴 Norway 🇧🇿 Belize 🇩🇰 Denmark 🇮🇩 Indonesia 🇱🇺 Luxembourg 🇳🇿 New Zealand 🇵🇬 Papua New Guinea 🇦🇺 Australia 🇵🇷 Puerto Rico 🇵🇭 Philippines 💰 $60k - $90k
Senior DataOps Engineer,Revelator,🇪🇺 Europe,"Developer, DataOps",2024-01-28T08:34:20+00:00,data,Senior DataOps Engineer verified closed Revelator 🇪🇺 Europe 🇿🇦 South Africa 🇬🇧 United Kingdom 💰 $70k - $100k
Senior Microsoft PowerBI Developer,Proxify,🌏 Worldwide,"Senior, Developer",2024-01-01T00:00:16+00:00,data,Senior Microsoft PowerBI Developer 🎈 verified Proxify 🌏 Worldwide 💰 $40k - $80k
Senior Data Engineer,Proxify,🌏 Worldwide,"Senior, Engineer, Data Viz, Databases",2024-01-01T00:00:15+00:00,data,Senior Data Engineer 🎈 verified Proxify 🌏 Worldwide 💰 $40k - $80k
Senior Analyst for Customer Analytics & Insights,Nadine West,🌏 Worldwide,"Backend, Python, Other",2023-08-03T10:00:55+00:00,data,Senior Analyst for Customer Analytics & Insights verified closed Nadine West 🌏 Worldwide 💰 $30k - $120k
Senior Data Engineer Long term,Proxify,🌏 Worldwide,"Engineer, Senior",2023-07-30T00:00:13+00:00,data,Senior Data Engineer Long term 🎈 verified closed Proxify 🌏 Worldwide 💰 $50k - $80k
Integrations Team Lead,CoinLedger,🌏 Worldwide,"Developer, Tech Lead, Crypto, Blockchain",2023-05-23T17:20:21+00:00,data,Integrations Team Lead verified closed CoinLedger 🌏 Worldwide 💰 $100k - $120k
Senior Backend and Data Engineer,Paperpile,🌏 Worldwide,"Engineer, Developer, JavaScript, Backend, Node, Typescript",2023-05-09T05:46:36+00:00,data,Senior Backend and Data Engineer verified closed Paperpile 🌏 Worldwide 💰 $40k - $80k
Data Engineer,Tessera,🇪🇺 Europe,"Developer, JavaScript, Backend, DevOps, Python, Node, Crypto, Blockchain, Web3, Solidity, Ethereum, DataOps",2023-04-19T17:53:44+00:00,data,Data Engineer closed Tessera 🇪🇺 Europe 🇺🇸 United States 💰 $80k - $180k
Staff Data Scientist Search Machine Learning Platform,Indeed,🇯🇵 Japan,"Developer, Cloud, Data Science, Testing, Elasticsearch, Machine Learning, Deep Learning, AI, Artificial Intelligence, Neural Networks, AWS, Product, Leadership, Algorithms",2022-10-13T05:43:02+00:00,data,Staff Data Scientist Search Machine Learning Platform verified closed Indeed 🇯🇵 Japan 💰 $100k - $140k
Lead Data Engineer,Open Architects,🇺🇸 United States,"Engineer, Developer, DevOps, Python, DataOps",2025-06-02T22:32:54+00:00,data,Lead Data Engineer closed Open Architects 🇺🇸 United States 💰 $120k - $140k
Brand Designer,Contra,🌏 Worldwide,"Other, Consulting, Design",2025-04-22T19:49:20+00:00,data,Brand Designer verified closed Contra 🌏 Worldwide 💰 $150k - $150k ⏰ Contractor
Motion Designer,Contra,🌏 Worldwide,"Other, Consulting, Design",2025-04-22T19:43:05+00:00,data,Motion Designer verified closed Contra 🌏 Worldwide 💰 $150k - $150k ⏰ Contractor
Web Developer,Contra,🌏 Worldwide,"Other, Consulting, Developer",2025-04-22T19:41:39+00:00,data,Web Developer verified closed Contra 🌏 Worldwide 💰 $150k - $150k ⏰ Contractor
VP of Engineering,Soda Data,🇪🇺 Europe,"Python, Senior, Engineer",2025-03-11T15:05:28+00:00,data,VP of Engineering closed Soda Data 🇪🇺 Europe 💰 $140k - $250k
Symplast Forms Specialist Patient Intake Customizations,Symplast,🌏 Worldwide,"SaaS, Json, Visual Studio Code, Rest API, Form Customization, Patient Intake, Healthcare Software, Medical Forms",2025-04-15T15:27:45+00:00,data,Symplast Forms Specialist Patient Intake Customizations verified Symplast 🌏 Worldwide 💰 $30k - $30k
Data Migration Specialist Data Import & Export,Symplast,🌏 Worldwide,"Data Import/export, Data Integrity, SaaS, Patient Data, Data Validation",2025-04-15T14:53:49+00:00,data,Data Migration Specialist Data Import & Export verified closed Symplast 🌏 Worldwide 💰 $30k - $40k
Technical Consultant,Contra,🌏 Worldwide,"Other, Consulting",2025-04-14T22:14:58+00:00,data,Technical Consultant verified closed Contra 🌏 Worldwide 💰 $150k - $150k ⏰ Contractor
Senior Data Engineer,Soda Data,🇪🇺 Europe,"Developer, Data Engineer",2025-03-10T19:29:04+00:00,data,Senior Data Engineer Soda Data 🇪🇺 Europe 💰 $90k - $120k
Data Warehouse Engineer,Plutus,🇪🇺 Europe,"Engineer, Backend, Front End, Developer",2024-10-11T00:00:04+00:00,data,Data Warehouse Engineer 🎈 verified closed Plutus 🇪🇺 Europe 🇬🇧 United Kingdom 💰 $50k - $50k
Data Scientist & Data Engineer AI ML,Lemon.io,🇪🇺 Europe,"Engineer, Senior, Developer, Full Time, Python, English, SQL, NoSQL, Data Science, Machine Learning, Deep Learning, AI, Artificial Intelligence, Neural Networks, AWS, Azure, GCP, Databases",2024-02-07T12:53:37+00:00,data,Data Scientist & Data Engineer AI ML closed Lemon.io 🇪🇺 Europe 💃 Latin America 🇦🇩 Andorra 🇦🇷 Argentina 🇦🇹 Austria 🇧🇪 Belgium 🇧🇴 Bolivia 🇧🇷 Brazil 🇨🇦 Canada 🇨🇱 Chile 🇨🇴 Colombia 🇨🇷 Costa Rica 🇨🇾 Cyprus 🇨🇿 Czechia 🇩🇴 Dominican Republic 🇪🇨 Ecuador 🇸🇻 El Salvador 🇪🇪 Estonia 🇫🇮 Finland 🇫🇷 France 🇩🇪 Germany 🇬🇷 Greece 🇬🇹 Guatemala 🇭🇹 Haiti 🇭🇳 Honduras 🇭🇺 Hungary 🇮🇪 Ireland 🇮🇹 Italy 🇯🇲 Jamaica 🇱🇻 Latvia 🇱🇹 Lithuania 🇲🇹 Malta 🇲🇽 Mexico 🇲🇩 Moldova 🇲🇦 Morocco 🇳🇱 Netherlands 🇵🇦 Panama 🇵🇾 Paraguay 🇵🇪 Peru 🇵🇱 Poland 🇵🇹 Portugal 🇷🇴 Romania 🇸🇰 Slovakia 🇪🇸 Spain 🇸🇪 Sweden 🇨🇭 Switzerland 🇹🇷 Turkey 🇺🇦 Ukraine 🇬🇧 United Kingdom 🇺🇾 Uruguay 🇳🇴 Norway 🇧🇿 Belize 🇩🇰 Denmark 🇮🇩 Indonesia 🇱🇺 Luxembourg 🇳🇿 New Zealand 🇵🇬 Papua New Guinea 🇦🇺 Australia 🇵🇷 Puerto Rico 🇵🇭 Philippines 💰 $60k - $90k
Senior DataOps Engineer,Revelator,🇪🇺 Europe,"Developer, DataOps",2024-01-28T08:34:20+00:00,data,Senior DataOps Engineer verified closed Revelator 🇪🇺 Europe 🇿🇦 South Africa 🇬🇧 United Kingdom 💰 $70k - $100k
Senior Microsoft PowerBI Developer,Proxify,🌏 Worldwide,"Senior, Developer",2024-01-01T00:00:16+00:00,data,Senior Microsoft PowerBI Developer 🎈 verified Proxify 🌏 Worldwide 💰 $40k - $80k
Senior Data Engineer,Proxify,🌏 Worldwide,"Senior, Engineer, Data Viz, Databases",2024-01-01T00:00:15+00:00,data,Senior Data Engineer 🎈 verified Proxify 🌏 Worldwide 💰 $40k - $80k
Senior Analyst for Customer Analytics & Insights,Nadine West,🌏 Worldwide,"Backend, Python, Other",2023-08-03T10:00:55+00:00,data,Senior Analyst for Customer Analytics & Insights verified closed Nadine West 🌏 Worldwide 💰 $30k - $120k
Senior Data Engineer Long term,Proxify,🌏 Worldwide,"Engineer, Senior",2023-07-30T00:00:13+00:00,data,Senior Data Engineer Long term 🎈 verified closed Proxify 🌏 Worldwide 💰 $50k - $80k
Integrations Team Lead,CoinLedger,🌏 Worldwide,"Developer, Tech Lead, Crypto, Blockchain",2023-05-23T17:20:21+00:00,data,Integrations Team Lead verified closed CoinLedger 🌏 Worldwide 💰 $100k - $120k
Senior Backend and Data Engineer,Paperpile,🌏 Worldwide,"Engineer, Developer, JavaScript, Backend, Node, Typescript",2023-05-09T05:46:36+00:00,data,Senior Backend and Data Engineer verified closed Paperpile 🌏 Worldwide 💰 $40k - $80k
Data Engineer,Tessera,🇪🇺 Europe,"Developer, JavaScript, Backend, DevOps, Python, Node, Crypto, Blockchain, Web3, Solidity, Ethereum, DataOps",2023-04-19T17:53:44+00:00,data,Data Engineer closed Tessera 🇪🇺 Europe 🇺🇸 United States 💰 $80k - $180k
Staff Data Scientist Search Machine Learning Platform,Indeed,🇯🇵 Japan,"Developer, Cloud, Data Science, Testing, Elasticsearch, Machine Learning, Deep Learning, AI, Artificial Intelligence, Neural Networks, AWS, Product, Leadership, Algorithms",2022-10-13T05:43:02+00:00,data,Staff Data Scientist Search Machine Learning Platform verified closed Indeed 🇯🇵 Japan 💰 $100k - $140k
Lead Data Engineer,Open Architects,🇺🇸 United States,"Engineer, Developer, DevOps, Python, DataOps",2025-06-02T22:32:54+00:00,data,Lead Data Engineer closed Open Architects 🇺🇸 United States 💰 $120k - $140k
Brand Designer,Contra,🌏 Worldwide,"Other, Consulting, Design",2025-04-22T19:49:20+00:00,data,Brand Designer verified closed Contra 🌏 Worldwide 💰 $150k - $150k ⏰ Contractor
Motion Designer,Contra,🌏 Worldwide,"Other, Consulting, Design",2025-04-22T19:43:05+00:00,data,Motion Designer verified closed Contra 🌏 Worldwide 💰 $150k - $150k ⏰ Contractor
Web Developer,Contra,🌏 Worldwide,"Other, Consulting, Developer",2025-04-22T19:41:39+00:00,data,Web Developer verified closed Contra 🌏 Worldwide 💰 $150k - $150k ⏰ Contractor
VP of Engineering,Soda Data,🇪🇺 Europe,"Python, Senior, Engineer",2025-03-11T15:05:28+00:00,data,VP of Engineering closed Soda Data 🇪🇺 Europe 💰 $140k - $250k
Symplast Forms Specialist Patient Intake Customizations,Symplast,🌏 Worldwide,"SaaS, Json, Visual Studio Code, Rest API, Form Customization, Patient Intake, Healthcare Software, Medical Forms",2025-04-15T15:27:45+00:00,data,Symplast Forms Specialist Patient Intake Customizations verified Symplast 🌏 Worldwide 💰 $30k - $30k
